time_s,Cs1_pF,Cs2_pF,lambda,innovation_scalar,E_in,E_quad,base_in,evidence_ratio_base,evidence_ratio_quad,evidence_background_excess,evidence_phase_weight,fault_evidence_score,update_weight,delta_c_m2_raw_1,delta_c_m2_raw_2,delta_c_raw_1,delta_c_raw_2,delta_c_applied_1,delta_c_applied_2,J_increment_norm_raw,J_increment_norm_applied,h_increment_norm_raw,h_increment_norm_applied,rate_limit_active,projection_active,base_in_increment_candidate,base_in_increment_applied
1.89998,9.98342278829175,9.98227946325425,0.941990768394156,0.0238243737554356,0.000929223177323064,7.57368535954386e-06,0.000930729707156338,0.998356736439663,122.691019389243,0,1,0,1,-0.0100219379554467,0.00345372969786517,-0.0100219379554467,0.00345372969786517,-0.0100219379554467,0.00345372969786517,1.29055536715654e-06,1.29055536715654e-06,1.54741165064309e-05,1.54741165064309e-05,0,0,-2.29420786794108e-08,-2.29420786794108e-08
1.91998,10.0004726419678,9.97148404920148,0.895810083469495,0.0445797377665192,0.000928408597587991,1.24729332697709e-05,0.000930694890512813,0.997506140020329,74.4338623073957,0,1,0,1,0.0170498536760686,-0.0107954140527671,0.0170498536760686,-0.0107954140527671,0.0170498536760686,-0.0107954140527671,5.88280819951034e-07,5.88280819951034e-07,6.98666957901568e-06,6.98666957901568e-06,0,0,-3.4816643525149e-08,-3.4816643525149e-08
1.93998,10.0044573608641,9.98636465998769,0.918718466399598,0.0342838353260236,0.000926535623679547,1.05152175269107e-05,0.000930632501510314,0.995531009275021,88.1137856909552,0,1,0,1,0.00398471889626073,0.0148806107862072,0.00398471889626073,0.0148806107862072,0.00398471889626073,0.0148806107862072,3.54413630121122e-07,3.54413630121122e-07,4.7384183799484e-06,4.7384183799484e-06,0,0,-6.23890024990499e-08,-6.23890024990499e-08
1.95998,9.99287356724152,9.99466903446034,0.922108642968982,0.032760160463379,0.000932677480228629,8.4595299575422e-06,0.000930662624585526,1.00219740737055,110.251690683193,0.0183117280879201,1,0.0183117280879201,0.982017561437396,-0.011793444131472,0.00845467207160233,-0.011583793622556,0.00830437447265098,-0.011583793622556,0.00830437447265098,4.57245135132077e-07,4.49022752581514e-07,5.47033944121397e-06,5.37196939829575e-06,0,0,3.06746807747201e-08,3.01230752122612e-08
1.97998,9.98712573231382,9.98292705151381,0.928088571737355,0.0300725520281551,0.000924738080170808,1.12074034099002e-05,0.000930573756419306,0.993634057865408,82.5113584593204,0,1,0,1,-0.00574783492770159,-0.0117419829465302,-0.00574783492770159,-0.0117419829465302,-0.00574783492770159,-0.0117419829465302,6.57152783539264e-07,6.57152783539264e-07,7.5411761897948e-06,7.5411761897948e-06,0,0,-8.8868166220747e-08,-8.8868166220747e-08
1.99998,9.98426352222763,9.99916295141735,0.911108370337055,0.037704103219301,0.000925033991705042,1.85931725754369e-05,0.000930490659948592,0.994046936445102,49.7512722985233,0,1,0,1,-0.00286221008618881,0.0162358999035472,-0.00286221008618881,0.0162358999035472,-0.00286221008618881,0.0162358999035472,6.82194612220372e-08,6.82194612220372e-08,5.7406283226367e-07,5.7406283226367e-07,0,0,-8.30964707139101e-08,-8.30964707139101e-08
2.01998,10.0101693280843,9.96790629508446,0.796293917840789,0.0893061043412186,0.000939080846379398,1.59126711925889e-05,0.0009306103079372,1.0092318889381,59.0146578786632,0.0769324078174722,1,0.0769324078174722,0.928563383125052,0.0281612777581177,-0.0339779966192548,0.0259058058566772,-0.0312566563328964,0.0259058058566772,-0.0312566563328964,4.63951300152157e-06,4.30808188874553e-06,5.63459636586092e-05,5.23207986402793e-05,0,0,1.28852796462092e-07,1.19647988607964e-07
2.03998,10.0158442048332,9.96471787155789,0.963337919871451,0.0142301483723816,0.000931829455229049,5.78124207100216e-06,0.000930628397659369,1.00131005135149,161.181532229411,0.0109170945957748,1,0.0109170945957748,0.989200801278229,0.00573325425300908,-0.00322122286880777,0.00567487674887523,-0.00318842352656645,0.00567487674887523,-0.00318842352656645,2.1780460730437e-06,2.15452492067573e-06,2.64416776212857e-05,2.61561286901164e-05,0,0,1.82872093776581e-08,1.80897221695221e-08
2.05998,10.0247368310922,10.0020431341381,0.825416904020011,0.0762171217887589,0.000925469142897758,1.4908681966235e-05,0.000930551008837945,0.994456160187237,62.0758525119772,0,1,0,1,0.00889262625900322,0.0373252625802163,0.00889262625900322,0.0373252625802163,0.00889262625900322,0.0373252625802163,3.10247961095899e-06,3.10247961095899e-06,3.66189375986686e-05,3.66189375986686e-05,0,0,-7.73888214241876e-08,-7.73888214241876e-08
2.07998,10.0298786812842,10.0396124705936,0.837745193028929,0.0706763177398074,0.000928509146309692,9.81676844351695e-06,0.000930520380900021,0.997805748949728,94.5839918330643,0,1,0,1,0.00514185019198621,0.0375693364555278,0.00514185019198621,0.0375693364555278,0.00514185019198621,0.0375693364555278,2.13413979709763e-06,2.13413979709763e-06,2.50770172471694e-05,2.50770172471694e-05,0,0,-3.06279379238108e-08,-3.06279379238108e-08
2.09998,10.0367961641517,9.98866996731554,0.80107849067169,0.0871557345295777,0.000920896346615564,1.42650388975841e-05,0.000930376020385754,0.989657363253701,64.5561749402024,0,1,0,1,0.00691748286757488,-0.0509425032780904,0.00691748286757488,-0.0509425032780904,0.00691748286757488,-0.0509425032780904,2.9786993180154e-06,2.9786993180154e-06,3.70403627511711e-05,3.70403627511711e-05,0,0,-1.44360514266867e-07,-1.44360514266867e-07
